Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
659,28.0,Self Enquiry,2,11.0,Small Business,2,2,2,1,0,2,2.0,0,2,1,0,Manager,19908.0
4178,29.0,Self Enquiry,0,9.0,Salaried,2,3,3,0,0,3,4.0,0,3,0,2,Executive,22163.0
4441,33.0,Self Enquiry,2,17.0,Small Business,2,2,3,1,0,3,3.0,0,3,1,2,Manager,24074.0
4406,49.0,Self Enquiry,0,7.0,Salaried,1,2,4,4,2,1,2.0,0,3,0,1,AVP,34080.0
1011,36.0,Self Enquiry,2,9.0,Small Business,0,1,2,1,1,3,4.0,1,3,0,1,Manager,24278.0
2872,48.0,Self Enquiry,0,9.0,Small Business,1,3,3,1,0,1,7.0,0,1,0,2,Manager,23748.0
578,38.0,Company Invited,0,8.0,Salaried,1,2,0,1,2,2,7.0,1,1,1,2,Manager,20980.0
1103,48.0,Self Enquiry,2,22.0,Salaried,1,2,2,1,0,1,1.0,0,3,1,0,Manager,21439.0
952,31.0,Company Invited,2,6.0,Salaried,1,1,2,0,1,2,2.0,1,4,1,1,Executive,17302.0
2552,26.0,Self Enquiry,0,14.0,Small Business,2,3,4,0,0,0,3.0,0,1,1,3,Executive,21567.0
3732,36.0,Company Invited,0,9.0,Small Business,2,2,3,1,0,1,4.0,0,2,0,2,Manager,24440.0
491,43.0,Company Invited,0,15.0,Small Business,2,2,2,1,0,1,4.0,1,2,1,0,Manager,20679.0
3022,39.0,Company Invited,0,9.0,Salaried,0,3,1,1,2,3,8.0,1,1,1,3,Manager,24658.0
1978,35.0,Self Enquiry,0,12.0,Salaried,2,1,4,1,0,3,2.0,0,4,0,1,Manager,21646.0
213,51.0,Self Enquiry,0,14.0,Salaried,2,1,3,3,1,0,6.0,0,2,1,1,Senior Manager,27490.0
1623,45.0,Self Enquiry,0,15.0,Salaried,2,1,2,1,1,1,1.0,0,3,1,0,Manager,17348.0
2834,44.0,Self Enquiry,0,19.0,Salaried,2,2,4,4,1,1,3.0,0,2,0,2,AVP,33014.0
4860,41.0,Self Enquiry,0,15.0,Small Business,2,3,4,0,0,3,3.0,1,3,1,3,Executive,27772.0
4164,38.0,Company Invited,0,17.0,Small Business,2,3,3,3,0,1,8.0,0,2,0,3,Senior Manager,28726.0
4437,51.0,Self Enquiry,0,35.0,Small Business,2,3,1,0,0,1,3.0,1,0,0,2,Executive,21899.0
4580,23.0,Self Enquiry,0,10.0,Salaried,1,2,3,1,0,1,2.0,1,4,1,2,Manager,22849.0
2123,50.0,Company Invited,0,8.0,Salaried,2,2,2,4,2,1,2.0,0,4,1,1,AVP,32924.0
232,59.0,Self Enquiry,1,12.0,Small Business,2,1,2,0,0,0,1.0,0,3,1,0,Executive,17267.0
3307,34.0,Self Enquiry,1,9.0,Salaried,2,2,3,0,0,0,3.0,0,1,0,1,Executive,22278.0
14,28.0,Self Enquiry,0,30.0,Salaried,2,1,3,0,0,2,6.0,1,1,0,0,Executive,17028.0
4213,52.0,Self Enquiry,0,9.0,Small Business,2,2,5,1,1,1,7.0,0,0,0,2,Manager,24160.0
3950,51.0,Self Enquiry,2,10.0,Small Business,2,2,4,0,0,1,3.0,1,3,1,2,Executive,21361.0
399,31.0,Self Enquiry,0,6.0,Salaried,2,2,3,0,2,0,2.0,0,3,0,0,Executive,17218.0
1136,28.0,Self Enquiry,0,30.0,Small Business,2,1,2,0,1,1,2.0,1,0,0,0,Executive,17408.0
3600,41.0,Self Enquiry,0,22.0,Salaried,1,3,4,3,0,1,3.0,0,0,1,2,Senior Manager,29113.0
4342,48.0,Self Enquiry,0,9.0,Small Business,1,3,3,1,0,1,7.0,0,0,0,1,Manager,23748.0
1513,27.0,Company Invited,2,14.0,Salaried,2,1,2,3,0,3,2.0,0,0,1,0,Senior Manager,23726.0
435,33.0,Self Enquiry,0,21.0,Small Business,2,1,2,3,0,0,1.0,1,4,0,0,Senior Manager,28610.0
3593,28.0,Self Enquiry,0,26.0,Salaried,2,3,4,0,2,1,3.0,0,0,0,1,Executive,22744.0
1500,33.0,Self Enquiry,0,8.0,Small Business,2,2,2,0,0,2,5.0,0,2,0,2,Executive,17496.0
633,36.0,Self Enquiry,1,14.0,Salaried,2,2,3,0,2,0,1.0,0,1,1,2,Executive,17342.0
4810,32.0,Self Enquiry,0,31.0,Small Business,0,3,4,1,2,3,3.0,0,4,1,1,Manager,25490.0
4263,30.0,Company Invited,2,9.0,Salaried,2,3,3,1,0,1,3.0,0,0,1,2,Manager,23327.0
2181,29.0,Self Enquiry,0,16.0,Salaried,1,2,3,0,2,2,7.0,1,4,1,0,Executive,17404.0
2468,35.0,Self Enquiry,0,13.0,Small Business,2,2,3,0,2,3,4.0,0,1,1,2,Executive,21638.0
1791,31.0,Self Enquiry,2,13.0,Small Business,2,2,2,1,0,1,5.0,0,0,0,0,Manager,22547.0
3877,26.0,Self Enquiry,2,15.0,Salaried,1,2,3,1,0,1,2.0,1,0,1,2,Manager,23585.0
3727,29.0,Self Enquiry,0,7.0,Salaried,2,2,3,0,0,1,3.0,0,0,0,1,Executive,20722.0
3890,35.0,Self Enquiry,2,35.0,Small Business,1,3,4,1,0,1,3.0,0,4,1,1,Manager,25390.0
2856,47.0,Self Enquiry,0,25.0,Small Business,1,2,3,1,0,1,4.0,0,4,0,1,Manager,23488.0
3272,19.0,Company Invited,0,15.0,Small Business,2,3,3,0,0,2,3.0,0,4,0,1,Executive,20582.0
4467,41.0,Self Enquiry,0,9.0,Small Business,1,2,4,0,0,2,2.0,1,2,0,1,Executive,21020.0
3187,60.0,Self Enquiry,0,9.0,Salaried,1,3,4,4,0,2,5.0,1,4,0,3,AVP,32404.0
1559,46.0,Self Enquiry,2,15.0,Small Business,2,2,3,3,0,3,2.0,0,4,1,2,Senior Manager,24619.0
4858,29.0,Self Enquiry,0,14.0,Salaried,2,3,3,0,2,3,5.0,1,2,0,3,Executive,25352.0
2955,37.0,Self Enquiry,0,16.0,Small Business,2,2,4,1,1,1,4.0,1,3,1,1,Manager,27525.0
1279,44.0,Company Invited,0,6.0,Small Business,2,1,2,0,1,1,2.0,1,2,1,1,Executive,17342.0
2483,34.0,Company Invited,2,7.0,Salaried,1,2,2,1,2,0,4.0,0,2,1,1,Manager,24054.0
279,50.0,Self Enquiry,0,10.0,Salaried,2,2,2,2,1,1,4.0,0,4,1,0,VP,34144.0
2055,23.0,Self Enquiry,0,12.0,Salaried,2,2,0,0,2,1,2.0,1,2,0,0,Executive,16601.0
4036,57.0,Self Enquiry,0,21.0,Salaried,1,3,3,0,1,1,2.0,1,4,1,1,Executive,23641.0
3744,35.0,Self Enquiry,2,15.0,Large Business,2,3,1,1,0,1,3.0,0,0,0,3,Manager,25477.0
4335,30.0,Self Enquiry,0,32.0,Large Business,1,3,4,0,1,1,7.0,0,2,1,3,Executive,21224.0
227,29.0,Company Invited,2,6.0,Small Business,1,1,2,3,0,0,2.0,0,2,1,0,Senior Manager,22918.0
2860,39.0,Company Invited,0,9.0,Salaried,2,2,3,0,0,0,3.0,1,4,1,2,Executive,20380.0
2963,30.0,Company Invited,0,7.0,Salaried,2,3,5,0,0,1,3.0,0,1,1,1,Executive,21398.0
606,34.0,Company Invited,0,22.0,Salaried,1,2,3,0,0,2,2.0,0,4,1,1,Executive,17553.0
4811,60.0,Self Enquiry,2,10.0,Salaried,0,2,4,1,0,3,7.0,0,2,0,1,Manager,23849.0
2485,28.0,Self Enquiry,0,9.0,Salaried,1,2,3,0,2,1,3.0,0,2,0,2,Executive,21019.0
171,19.0,Company Invited,2,6.0,Large Business,1,2,4,0,2,2,1.0,0,2,1,1,Executive,17325.0
327,39.0,Self Enquiry,2,9.0,Small Business,1,1,2,1,0,0,5.0,1,3,1,1,Manager,20238.0
2847,42.0,Self Enquiry,2,7.0,Small Business,2,2,2,3,2,0,3.0,0,2,1,2,Senior Manager,27070.0
4005,52.0,Self Enquiry,2,28.0,Small Business,2,3,3,1,0,3,2.0,1,4,0,3,Manager,24119.0
78,37.0,Self Enquiry,0,13.0,Small Business,2,0,2,3,0,2,5.0,0,1,0,0,Senior Manager,28664.0
1374,58.0,Self Enquiry,2,27.0,Salaried,1,2,2,4,0,1,5.0,1,4,1,0,AVP,32875.0
2213,59.0,Self Enquiry,0,8.0,Salaried,1,2,3,4,0,2,4.0,1,4,1,0,AVP,28726.0
3936,35.0,Self Enquiry,0,14.0,Salaried,1,2,3,3,1,2,2.0,0,4,0,1,Senior Manager,30672.0
4784,36.0,Self Enquiry,2,24.0,Salaried,2,3,3,1,2,1,5.0,1,2,0,3,Manager,27644.0
2125,33.0,Self Enquiry,1,9.0,Salaried,2,1,2,0,1,1,4.0,1,4,0,1,Executive,17277.0
1414,47.0,Self Enquiry,0,31.0,Small Business,2,1,2,3,0,3,3.0,0,2,1,0,Senior Manager,23633.0
4479,24.0,Self Enquiry,0,17.0,Small Business,2,3,1,0,0,3,3.0,0,0,0,2,Executive,22183.0
4472,33.0,Company Invited,0,31.0,Salaried,2,3,3,1,0,1,3.0,0,3,1,3,Manager,23987.0
2180,33.0,Company Invited,2,23.0,Salaried,2,1,2,4,0,2,2.0,0,2,1,0,AVP,32444.0
2517,33.0,Self Enquiry,0,7.0,Salaried,2,3,3,1,1,0,3.0,0,2,0,1,Manager,24898.0
3492,35.0,Self Enquiry,2,10.0,Salaried,2,2,5,1,2,3,5.0,0,4,1,2,Manager,23437.0
3897,37.0,Self Enquiry,2,18.0,Small Business,1,3,4,1,0,1,6.0,0,0,1,2,Manager,25330.0
3894,36.0,Self Enquiry,1,33.0,Salaried,0,2,3,3,0,3,3.0,1,0,1,1,Senior Manager,27515.0
1241,32.0,Self Enquiry,2,25.0,Salaried,2,2,4,3,0,1,4.0,0,2,1,2,Senior Manager,24610.0
344,35.0,Self Enquiry,0,11.0,Large Business,2,2,2,3,1,3,1.0,0,2,0,0,Senior Manager,23095.0
3876,38.0,Self Enquiry,0,17.0,Salaried,1,2,1,3,0,1,3.0,1,0,0,2,Senior Manager,32422.0
1814,35.0,Self Enquiry,0,11.0,Large Business,2,2,2,3,1,3,1.0,0,2,1,1,Senior Manager,23095.0
445,55.0,Self Enquiry,2,24.0,Salaried,1,1,2,4,1,2,4.0,0,1,0,1,AVP,31835.0
3580,29.0,Self Enquiry,0,31.0,Small Business,2,2,3,0,1,1,3.0,1,0,0,1,Executive,21086.0
367,50.0,Self Enquiry,0,16.0,Large Business,2,2,3,3,0,3,7.0,0,4,0,2,Senior Manager,25496.0
1033,31.0,Company Invited,0,6.0,Salaried,1,2,0,3,1,3,2.0,0,2,1,2,Senior Manager,22446.0
1417,31.0,Self Enquiry,2,8.0,Salaried,2,1,2,0,0,1,1.0,0,3,1,0,Executive,18067.0
3587,46.0,Company Invited,2,33.0,Small Business,2,2,4,1,2,1,3.0,0,2,0,1,Manager,23063.0
1739,36.0,Self Enquiry,0,12.0,Salaried,2,1,2,0,0,1,1.0,0,4,1,1,Executive,18210.0
3284,36.0,Self Enquiry,0,7.0,Small Business,2,2,4,0,0,0,8.0,0,1,1,2,Executive,20936.0
720,30.0,Self Enquiry,0,28.0,Salaried,1,1,2,0,0,0,5.0,1,1,0,1,Executive,17132.0
515,35.0,Company Invited,0,9.0,Salaried,2,1,3,0,0,0,2.0,0,1,1,1,Executive,16281.0
1656,40.0,Self Enquiry,0,10.0,Small Business,1,1,2,2,0,1,2.0,0,4,1,1,VP,34033.0
2497,36.0,Company Invited,0,18.0,Small Business,2,3,4,3,2,0,4.0,1,4,1,2,Senior Manager,28562.0
2235,38.0,Company Invited,0,9.0,Salaried,2,1,2,0,0,1,4.0,0,2,1,0,Executive,17821.0
2614,28.0,Self Enquiry,0,24.0,Large Business,2,2,3,0,1,0,2.0,1,3,1,1,Executive,21736.0
3179,49.0,Self Enquiry,0,13.0,Salaried,2,3,4,1,0,3,4.0,0,1,0,1,Manager,22918.0
1871,56.0,Company Invited,2,12.0,Salaried,1,1,0,4,2,1,1.0,0,2,1,0,AVP,28212.0
3382,59.0,Self Enquiry,0,30.0,Salaried,2,2,3,0,0,1,3.0,0,2,1,2,Executive,21050.0
1480,35.0,Self Enquiry,0,22.0,Small Business,2,1,0,0,1,1,1.0,0,3,1,1,Executive,17426.0
3781,29.0,Self Enquiry,2,10.0,Small Business,1,3,3,0,1,1,3.0,0,0,1,1,Executive,21534.0
4486,30.0,Self Enquiry,0,34.0,Small Business,1,3,3,1,0,1,6.0,0,0,0,2,Manager,23013.0
1703,50.0,Self Enquiry,2,6.0,Small Business,1,2,2,2,0,1,4.0,0,0,1,0,VP,34517.0
1684,30.0,Self Enquiry,0,9.0,Large Business,1,1,2,0,2,2,6.0,1,3,0,0,Executive,17657.0
3982,36.0,Company Invited,0,7.0,Small Business,2,3,3,0,2,1,6.0,0,0,0,2,Executive,20872.0
2495,29.0,Self Enquiry,0,12.0,Large Business,2,2,3,0,0,3,3.0,1,1,1,1,Executive,22119.0
71,29.0,Self Enquiry,0,8.0,Salaried,2,2,2,0,1,0,1.0,0,3,0,0,Executive,17703.0
95,54.0,Self Enquiry,0,8.0,Large Business,1,1,2,3,0,0,1.0,0,3,1,0,Senior Manager,28549.0
459,41.0,Company Invited,0,8.0,Salaried,1,2,3,1,0,3,3.0,1,1,0,0,Manager,21811.0
4323,43.0,Company Invited,0,36.0,Salaried,1,3,3,1,0,1,4.0,0,2,1,2,Manager,23234.0
1858,42.0,Self Enquiry,0,6.0,Salaried,1,2,2,0,2,1,4.0,0,2,0,2,Executive,17576.0
2682,33.0,Self Enquiry,2,11.0,Salaried,1,2,3,0,1,0,4.0,0,2,1,1,Executive,22609.0
4717,35.0,Company Invited,0,10.0,Salaried,2,2,4,0,0,1,5.0,0,0,0,1,Executive,21657.0
2993,35.0,Self Enquiry,0,15.0,Small Business,0,3,3,1,0,3,5.0,0,3,1,2,Manager,24820.0
946,40.0,Self Enquiry,2,31.0,Small Business,2,1,3,3,1,3,3.0,1,4,0,1,Senior Manager,24094.0
1699,29.0,Self Enquiry,0,24.0,Small Business,2,1,3,0,0,2,2.0,1,2,0,0,Executive,17389.0
4268,31.0,Company Invited,2,32.0,Large Business,1,2,3,1,0,1,2.0,1,2,1,2,Manager,23414.0
1173,36.0,Self Enquiry,0,11.0,Salaried,1,1,2,3,2,1,5.0,0,3,1,1,Senior Manager,23008.0
1170,27.0,Company Invited,0,8.0,Small Business,2,1,2,0,0,2,3.0,0,2,0,1,Executive,17580.0
4192,27.0,Company Invited,0,7.0,Salaried,1,2,3,1,1,1,3.0,0,4,1,2,Manager,25075.0
154,32.0,Company Invited,2,14.0,Small Business,0,1,2,3,0,3,2.0,0,3,1,1,Senior Manager,23998.0
1400,38.0,Company Invited,1,6.0,Salaried,2,1,2,0,1,1,1.0,1,0,1,1,Executive,17991.0
2544,38.0,Self Enquiry,1,13.0,Salaried,2,3,3,0,2,1,6.0,1,1,1,1,Executive,20751.0
2148,48.0,Self Enquiry,0,26.0,Small Business,2,1,2,0,0,1,5.0,0,0,1,0,Executive,17259.0
2923,25.0,Company Invited,0,14.0,Salaried,1,2,3,0,0,0,3.0,1,3,0,1,Executive,21564.0
2755,46.0,Company Invited,0,14.0,Salaried,2,3,3,3,2,1,3.0,0,1,1,3,Senior Manager,23888.0
536,60.0,Self Enquiry,2,22.0,Small Business,2,1,2,1,2,2,1.0,0,3,1,0,Manager,20405.0
4340,31.0,Company Invited,0,9.0,Small Business,1,2,3,0,0,2,2.0,0,3,1,1,Executive,21242.0
4054,33.0,Self Enquiry,0,16.0,Small Business,1,2,3,0,2,3,2.0,0,3,1,1,Executive,22878.0
4041,20.0,Self Enquiry,2,29.0,Small Business,2,2,3,0,0,2,3.0,1,0,1,1,Executive,20353.0
4751,41.0,Company Invited,0,16.0,Small Business,1,2,3,3,0,2,2.0,0,3,1,2,Senior Manager,32177.0
2127,29.0,Self Enquiry,0,13.0,Small Business,1,2,3,0,0,1,7.0,0,4,1,1,Executive,17532.0
3077,37.0,Self Enquiry,1,15.0,Salaried,2,3,4,0,2,0,2.0,0,1,1,3,Executive,21020.0
3538,41.0,Self Enquiry,2,16.0,Small Business,2,2,3,1,2,1,2.0,0,2,1,2,Manager,24151.0
541,36.0,Company Invited,0,14.0,Salaried,1,2,1,3,2,0,1.0,0,2,0,0,Senior Manager,26713.0
484,31.0,Self Enquiry,2,12.0,Small Business,2,2,1,1,0,1,5.0,0,4,1,2,Manager,20460.0
36,50.0,Self Enquiry,2,9.0,Small Business,2,1,3,0,0,0,2.0,1,3,0,0,Executive,17683.0
1355,36.0,Self Enquiry,2,23.0,Small Business,2,1,3,1,1,1,3.0,0,3,1,0,Manager,20507.0
251,39.0,Company Invited,0,8.0,Large Business,0,2,2,3,0,3,1.0,0,1,1,1,Senior Manager,25938.0
1502,30.0,Self Enquiry,0,15.0,Small Business,2,1,3,0,0,2,2.0,0,3,0,1,Executive,17206.0
4747,28.0,Self Enquiry,0,13.0,Salaried,2,2,4,0,0,1,3.0,0,0,1,2,Executive,21217.0
2659,42.0,Self Enquiry,2,13.0,Salaried,1,3,3,3,0,2,5.0,1,1,0,2,Senior Manager,32269.0
1079,39.0,Self Enquiry,0,12.0,Salaried,1,1,2,3,1,3,5.0,0,2,0,1,Senior Manager,23376.0
1569,44.0,Company Invited,0,29.0,Small Business,2,2,2,1,1,1,5.0,0,2,0,1,Manager,17042.0
2926,32.0,Self Enquiry,2,20.0,Small Business,2,2,3,1,2,1,4.0,0,1,0,1,Manager,22911.0
3395,42.0,Company Invited,2,17.0,Small Business,2,2,5,1,1,3,3.0,0,0,1,1,Manager,24829.0
596,35.0,Self Enquiry,0,6.0,Salaried,1,1,0,0,0,2,4.0,0,2,0,0,Executive,17506.0
4846,30.0,Company Invited,0,9.0,Small Business,2,2,4,0,2,3,2.0,0,3,1,2,Executive,22017.0
844,30.0,Self Enquiry,2,16.0,Small Business,2,2,3,1,0,0,2.0,0,1,1,0,Manager,21578.0
552,56.0,Self Enquiry,0,15.0,Small Business,2,1,2,4,0,0,1.0,0,3,0,0,AVP,26103.0
4232,28.0,Self Enquiry,0,12.0,Salaried,1,2,3,0,1,2,3.0,1,2,0,2,Executive,21156.0
4521,50.0,Self Enquiry,2,18.0,Small Business,1,2,3,3,0,1,3.0,0,3,0,1,Senior Manager,26332.0
1041,28.0,Self Enquiry,2,11.0,Small Business,2,1,2,1,2,3,1.0,0,0,1,0,Manager,23463.0
236,33.0,Self Enquiry,0,8.0,Salaried,1,1,2,0,2,0,1.0,0,2,1,0,Executive,17707.0
708,36.0,Company Invited,2,14.0,Large Business,2,1,2,1,0,1,5.0,0,2,1,0,Manager,20079.0
1702,59.0,Self Enquiry,1,12.0,Small Business,2,1,2,0,0,1,1.0,0,3,0,0,Executive,17267.0
3737,44.0,Company Invited,0,16.0,Salaried,2,2,3,0,0,2,6.0,0,2,0,2,Executive,21116.0
7,30.0,Self Enquiry,0,30.0,Salaried,2,2,2,0,0,1,2.0,0,1,0,1,Executive,17693.0
548,43.0,Company Invited,2,21.0,Salaried,2,1,3,1,0,0,4.0,0,4,0,1,Manager,21804.0
356,42.0,Self Enquiry,0,8.0,Salaried,2,2,3,1,0,3,4.0,0,1,0,1,Manager,21781.0
986,39.0,Self Enquiry,2,27.0,Salaried,2,1,3,1,0,0,4.0,1,0,0,1,Manager,21120.0
3566,30.0,Self Enquiry,0,10.0,Small Business,2,2,3,0,2,3,3.0,1,2,0,2,Executive,23401.0
4378,38.0,Self Enquiry,0,7.0,Large Business,0,2,3,3,0,3,6.0,0,4,1,1,Senior Manager,26169.0
4250,30.0,Self Enquiry,0,15.0,Salaried,2,3,5,0,2,1,3.0,1,2,0,2,Executive,20797.0
4341,61.0,Company Invited,2,35.0,Small Business,1,3,4,3,2,1,6.0,0,0,1,1,Senior Manager,28944.0
1794,30.0,Self Enquiry,0,34.0,Small Business,1,2,2,1,0,1,2.0,0,2,1,2,Manager,20775.0
4082,39.0,Self Enquiry,2,7.0,Salaried,0,2,4,1,0,3,6.0,0,0,0,2,Manager,27364.0
2347,46.0,Self Enquiry,0,8.0,Large Business,2,1,2,1,0,1,3.0,0,0,0,0,Manager,22379.0
876,20.0,Self Enquiry,2,27.0,Small Business,2,1,0,0,0,2,2.0,0,2,0,0,Executive,17678.0
3156,34.0,Self Enquiry,0,20.0,Salaried,1,2,3,0,0,3,5.0,0,2,1,1,Executive,22130.0
3703,31.0,Self Enquiry,0,23.0,Salaried,2,2,1,1,0,1,5.0,0,0,1,1,Manager,23972.0
240,39.0,Self Enquiry,0,6.0,Small Business,1,2,2,0,0,1,1.0,0,2,0,1,Executive,17232.0
559,38.0,Self Enquiry,0,8.0,Small Business,2,2,2,0,0,0,7.0,1,3,0,0,Executive,18057.0
2278,29.0,Self Enquiry,0,34.0,Salaried,1,2,2,0,0,1,5.0,0,4,1,0,Executive,17514.0
1517,37.0,Self Enquiry,0,25.0,Salaried,2,2,2,0,1,1,5.0,0,3,0,1,Executive,18022.0
35,43.0,Self Enquiry,0,8.0,Small Business,1,2,1,0,0,1,2.0,0,1,0,1,Executive,17645.0
4874,42.0,Self Enquiry,0,15.0,Small Business,1,3,3,0,2,1,3.0,1,2,0,3,Executive,22781.0
1137,22.0,Company Invited,0,32.0,Salaried,1,1,3,0,0,1,2.0,1,2,0,0,Executive,17814.0
2343,36.0,Self Enquiry,0,12.0,Salaried,2,1,4,0,0,1,2.0,0,0,1,0,Executive,17741.0
3863,43.0,Self Enquiry,0,25.0,Salaried,2,2,3,1,2,1,8.0,1,0,0,1,Manager,24088.0
1427,40.0,Self Enquiry,0,6.0,Salaried,2,1,2,0,0,1,1.0,0,0,0,0,Executive,17406.0
3273,34.0,Self Enquiry,2,16.0,Small Business,0,3,3,1,2,3,2.0,1,2,0,2,Manager,26902.0
3729,47.0,Company Invited,2,33.0,Salaried,2,3,4,1,1,3,2.0,0,3,1,3,Manager,26669.0
1114,48.0,Self Enquiry,0,21.0,Salaried,1,2,2,0,2,1,1.0,0,0,1,0,Executive,17367.0
2442,18.0,Self Enquiry,2,15.0,Small Business,2,1,2,0,0,2,2.0,0,4,0,1,Executive,16611.0
4566,38.0,Company Invited,2,26.0,Small Business,2,2,3,3,1,3,3.0,1,4,0,1,Senior Manager,26320.0
3046,31.0,Self Enquiry,0,9.0,Small Business,0,2,4,1,0,3,7.0,1,1,1,2,Manager,25555.0
2712,46.0,Self Enquiry,0,27.0,Small Business,2,3,3,4,0,0,2.0,1,2,0,1,AVP,32174.0
3746,36.0,Self Enquiry,0,30.0,Small Business,2,3,5,0,0,1,2.0,0,0,1,1,Executive,21383.0
274,21.0,Self Enquiry,0,9.0,Small Business,2,2,3,0,0,2,2.0,0,4,1,1,Executive,18230.0
928,44.0,Self Enquiry,0,21.0,Small Business,1,2,2,3,0,0,2.0,0,2,0,1,Senior Manager,22978.0
969,48.0,Self Enquiry,0,10.0,Salaried,2,1,2,3,0,3,2.0,0,4,1,1,Senior Manager,22898.0
715,33.0,Company Invited,0,6.0,Salaried,1,1,0,1,1,0,2.0,1,2,0,1,Manager,20488.0
2270,28.0,Company Invited,0,6.0,Small Business,2,1,3,0,1,1,2.0,0,3,1,0,Executive,17596.0
4205,37.0,Self Enquiry,0,10.0,Large Business,2,1,3,1,1,3,6.0,0,0,1,1,Manager,23163.0
2098,37.0,Self Enquiry,2,22.0,Small Business,2,2,3,1,0,1,5.0,0,4,1,0,Manager,21334.0
1719,45.0,Company Invited,0,13.0,Salaried,2,2,0,1,0,1,5.0,0,0,1,0,Manager,21434.0
2280,46.0,Self Enquiry,2,9.0,Small Business,2,1,2,4,0,1,4.0,0,0,1,0,AVP,32465.0
2909,47.0,Company Invited,0,25.0,Small Business,1,2,3,3,0,0,7.0,0,2,1,1,Senior Manager,29205.0
101,32.0,Self Enquiry,0,6.0,Salaried,2,2,2,0,2,2,2.0,0,1,0,2,Executive,17956.0
314,39.0,Self Enquiry,0,16.0,Small Business,2,1,2,4,2,0,2.0,1,2,1,1,AVP,32068.0
362,21.0,Company Invited,2,15.0,Small Business,2,1,2,0,0,2,2.0,0,3,0,0,Executive,17610.0
4746,38.0,Self Enquiry,0,32.0,Small Business,1,2,4,1,0,1,2.0,0,2,1,1,Manager,24409.0
1362,45.0,Company Invited,0,6.0,Small Business,2,1,2,1,0,2,5.0,0,0,1,1,Manager,20399.0
1037,45.0,Self Enquiry,0,35.0,Large Business,2,1,2,3,0,0,5.0,1,4,1,0,Senior Manager,24380.0
4188,22.0,Self Enquiry,0,10.0,Small Business,2,3,4,0,0,3,3.0,0,4,1,3,Executive,21908.0
1486,32.0,Self Enquiry,0,11.0,Salaried,2,2,0,0,1,1,1.0,1,0,1,2,Executive,18298.0
3759,37.0,Self Enquiry,0,9.0,Salaried,1,3,3,1,1,1,6.0,1,3,0,1,Manager,25640.0
2023,40.0,Self Enquiry,0,8.0,Small Business,1,1,3,0,0,2,1.0,1,2,0,0,Executive,17342.0
4646,31.0,Company Invited,0,12.0,Small Business,1,2,3,0,1,2,2.0,0,2,0,1,Executive,21100.0
2554,52.0,Company Invited,0,7.0,Small Business,0,1,4,3,2,3,5.0,0,1,1,1,Senior Manager,26162.0
4267,38.0,Self Enquiry,0,13.0,Small Business,2,2,1,1,2,1,6.0,1,2,1,2,Manager,24652.0
4690,21.0,Company Invited,2,16.0,Small Business,1,2,3,0,0,2,3.0,1,3,1,1,Executive,21001.0
3615,41.0,Self Enquiry,0,14.0,Salaried,2,3,3,0,2,2,5.0,1,2,0,2,Executive,20844.0
3463,37.0,Self Enquiry,2,23.0,Small Business,1,3,4,1,2,0,6.0,0,4,1,1,Manager,24325.0
1194,47.0,Self Enquiry,2,8.0,Salaried,1,1,0,4,1,1,7.0,0,0,0,0,AVP,30972.0
2512,36.0,Company Invited,0,7.0,Small Business,2,3,3,0,2,0,6.0,0,1,0,2,Executive,20872.0
1302,35.0,Self Enquiry,0,29.0,Small Business,2,2,4,0,0,1,1.0,0,0,1,0,Executive,17705.0
1630,22.0,Self Enquiry,0,25.0,Small Business,2,2,2,0,0,1,2.0,0,0,1,0,Executive,17323.0
4052,26.0,Self Enquiry,2,35.0,Salaried,2,2,4,1,0,1,4.0,0,3,1,2,Manager,27317.0
4431,26.0,Self Enquiry,2,15.0,Salaried,2,2,1,1,1,1,2.0,0,3,1,1,Manager,23529.0
823,29.0,Company Invited,0,16.0,Salaried,1,2,2,0,1,1,1.0,0,4,1,0,Executive,18291.0
1780,31.0,Self Enquiry,1,8.0,Salaried,2,2,3,1,2,1,4.0,0,2,0,2,Manager,21410.0
1124,39.0,Self Enquiry,2,12.0,Small Business,2,1,0,3,0,1,3.0,0,3,1,1,Senior Manager,23237.0
4055,46.0,Self Enquiry,0,36.0,Small Business,2,2,3,0,0,3,7.0,0,0,1,1,Executive,22130.0
4237,29.0,Self Enquiry,0,9.0,Small Business,2,2,5,0,0,1,7.0,1,2,1,2,Executive,22142.0
511,36.0,Self Enquiry,0,15.0,Small Business,2,1,3,1,1,1,3.0,1,3,1,0,Manager,23847.0
1251,30.0,Self Enquiry,2,21.0,Small Business,2,2,3,3,2,1,3.0,0,0,0,2,Senior Manager,22140.0
4505,34.0,Self Enquiry,2,23.0,Small Business,0,3,3,1,2,3,7.0,0,2,1,1,Manager,24002.0
4620,41.0,Company Invited,2,31.0,Salaried,1,3,1,4,1,2,6.0,1,2,1,1,AVP,31872.0
1955,27.0,Self Enquiry,0,12.0,Small Business,1,2,3,0,0,1,1.0,0,0,0,1,Executive,17187.0
